ego_distance,ego_angle,ego_speed,ego_orientation,goal_distance,goal_angle,obj_initial_distance,obj_initial_angle,obj_initial_orientation,obj_initial_speed,obj_final_distance,obj_final_angle,relevance
24.49494616590942,1,9.756362749641907,0,79.98596924065207,2,19.953992491792235,0,1,7.32906,57.32002128595643,2,1.0588592261003584
44.517972477229954,0,6.3084775775859185,1,18.66359807307824,2,11.060668398089694,0,1,9.59216,81.15016438286064,2,0.6205293787330785
30.150293939111112,2,6.623451143373322,3,36.77133245225351,1,168.43237179245827,1,0,7.61688,88.1757870027288,1,0.0
34.07625791117914,2,3.539168555300134,3,1.38224544156482,1,96.10747479004586,2,1,8.85898,147.50622025575532,2,0.0
38.68214586066936,2,11.997619525313329,3,81.39435161175886,0,7.313455951244918,2,1,9.19305,108.0778428523858,2,0.0
35.8233493881072,0,3.8449325636449787,1,3.060128952132058,2,24.247210230508994,2,3,8.36395,54.06715100020065,1,2.2385267024041036
21.615546176074293,2,11.895815330629867,3,97.48504704355976,0,40.97283198767204,1,2,4.17987,84.53165055310173,1,0.0
35.568725123223075,2,6.326353052133589,3,27.875151283966495,0,91.27942825067761,2,3,14.02836,45.16014941551233,0,0.0
25.92478752200296,1,2.593488356095605,0,4.44843848340157,0,123.34896746755724,1,0,12.12175,3.3378183258679623,1,0.0
18.708501414859505,1,6.527110674419126,0,47.0240738536156,0,18.350009689468827,2,3,5.22411,28.97249824562594,1,2.4690719028729
33.0751332265329,0,5.204383154175566,1,25.82499619561425,1,37.066799314677816,0,3,10.68478,62.51835592486817,0,0.0
36.25805650214169,2,6.288523015275757,3,27.3212417639293,1,75.65307764688626,0,1,10.48666,34.36959089144064,2,0.0
24.914878837740712,2,12.561989131763683,3,101.46148747823331,1,89.27146989130684,2,3,6.6579,19.351198746261186,2,0.0
36.18516814403521,0,11.787105724379643,1,81.74515211087123,2,136.7022761961336,1,0,12.99417,7.0090594113689395,1,0.0
20.427038995943587,2,1.7922413351014703,3,10.474931925159597,1,152.17219012933802,1,2,1.44729,167.48564626186476,1,0.0
38.74948883544401,2,10.926151106478486,3,70.61813971903304,0,131.9282290769523,1,2,1.50224,147.58023395895842,1,0.0
18.416915875588376,1,2.31383848623565,0,12.33656836386343,0,87.09999396097568,1,0,7.83094,7.601558454060573,1,0.0030229960317573984
22.616832886620088,2,2.4427757891508532,3,7.8986019286898586,0,2.5220781753347747,1,1,10.25777,107.66593185303512,2,0.0
33.30470888479586,0,9.746557063831249,1,71.04464370597324,1,112.36533011869498,1,0,16.16389,40.54397514753702,2,0.0
26.705684009349028,2,8.290783470269108,3,56.347248178084,0,70.19712366943894,0,0,3.58953,14.420778972319777,0,0.0
25.245736878673238,0,13.220219736640164,1,113.83338755880878,1,9.269857760569971,1,0,6.13262,91.8604773314661,2,0.0
24.281102810622095,2,8.538015932778091,3,61.2485643465579,0,108.17202010661538,2,3,1.53048,20.370811901158987,2,0.0
33.91400139873353,2,4.333744234658327,3,9.820425599380942,0,98.90481188055617,0,1,11.73346,28.470088071310908,2,0.0
45.497241850649594,2,10.967401565709752,3,64.8836574946944,1,3.4301936020288983,2,1,4.30993,47.89716736734229,2,0.2762051588106498
31.31797784315747,0,9.157281633965498,1,67.12079812588146,1,121.81683689818907,2,3,12.10733,71.12749402696892,2,0.0
41.72409479882938,2,8.847640731420245,3,47.42661639920475,1,133.63898388342716,2,3,14.13555,32.299141903898935,2,0.0
16.331253850862144,0,10.28656994417615,1,93.31190391731454,1,8.923282985297519,0,3,4.55122,53.16429088573082,0,0.0
21.08850402618688,2,2.5709525802307334,3,9.367542332318603,0,144.57691880231022,2,3,10.6961,71.12749402696892,2,0.0
40.70070237548242,0,1.6429397618503978,1,10.748119322348836,0,3.3361213228088706,0,3,7.54905,62.518425880724145,0,0.0
23.827380720307918,2,6.029663703866645,3,37.17704931114533,1,68.80425355863545,0,3,0.0,68.80425355863545,0,0.008110024567643953
28.080295641452917,1,13.793367065296275,0,116.86591070219167,2,10.229371075193264,0,3,2.97865,41.63629537947391,0,0.0038430555499238492
